Unnamed: 0,t,clustering,gen_kg,gen_history,data,sample,sattr,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,l,reset_w,calgo,enforcer_str,enforcer,enforcer_name,max_dist,algo,galgo
0,6,181.00179195404053,9.94789433479309,18.05025315284729,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,6,-1,1,-1,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,14,202.95056891441345,4.016000747680664,31.349895000457764,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,2,171.3741819858551,3.0203845500946045,11.0762197971344,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,4,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,5,178.6559898853302,3.2075343132019043,16.18018126487732,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,gs,0.75,tanga,ad2
0,17,225.0274314880371,3.9342575073242183,65.80738377571106,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,gs,0.0,tanga,ad2
0,14,220.87893414497373,58.95891547203064,33.662187337875366,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,2,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,10,166.01432085037231,2.887656211853028,10.684589624404907,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,4,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,14,206.39360880851743,3.1526870727539062,30.67249298095703,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,2,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,2,175.08893060684204,3.243130922317505,11.333099603652954,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,3,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,18,225.06099319458008,3.8056657314300537,68.18405485153198,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,gs,0.0,tanga,ad2
0,6,4558.951225280762,1180.9981775283811,4.380812406539917,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,1,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,9,193.4318420886993,3.5817582607269287,23.207231283187863,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,4,226.97245001792908,5.071974515914917,76.8749566078186,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,2,-1,1,-1,hdbscan,ir,ir,ir,1.0,tanga,ad2
0,16,207.78544569015503,2.783162832260132,33.742568492889404,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,3,176.3813395500183,3.4727394580841064,12.429048299789429,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,2,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,1,172.24549078941345,13.166841983795166,7.212766170501709,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,18,208.46000123023987,2.850297689437866,36.22653889656067,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.75,gs,gs,0.75,tanga,ad2
0,13,201.23732471466064,2.759437322616577,28.891270399093628,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,17,213.1126179695129,2.9891574382781982,35.48730492591858,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,2,168.67311596870422,2.76010537147522,10.874792098999023,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.75,gs,gs,0.75,tanga,ad2
0,12,2937.575661182404,2432.493480920792,4.172117233276367,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,10,191.66747784614563,2.817528009414673,24.21566343307495,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.50,gs,gs,0.5,tanga,ad2
0,5,186.76840949058533,3.078526973724365,16.059435844421387,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,gs,0.5,tanga,ad2
0,8,192.48997473716736,3.947394132614136,35.64545178413391,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,gs,0.0,tanga,ad2
0,2,301.03643798828125,117.6704239845276,14.77298903465271,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,2,-1,1,-1,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,11,197.9724159240723,12.788965702056885,26.038331747055054,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,1,172.19367933273315,2.9532127380371094,9.231425046920776,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.25,gs,gs,0.25,tanga,ad2
0,10,193.1598551273346,2.941556692123413,24.53237652778625,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.25,gs,gs,0.25,tanga,ad2
0,9,167.42404532432556,3.0632224082946777,9.048956871032717,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,2,4957.630455970764,1524.7869625091553,4.3732733726501465,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,19,262.6727645397186,5.046444177627564,103.12206602096558,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,2,-1,1,-1,hdbscan,ir,ir,ir,1.0,tanga,ad2
0,19,234.91270565986636,3.877871036529541,68.51097774505615,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,gs,0.0,tanga,ad2
